age,c_charge_degree,race,sex,priors_count,decile_score
53,M,Caucasian,Female,0,1
21,M,African-American,Female,0,5
55,F,African-American,Male,17,10
27,F,African-American,Male,1,3
40,F,African-American,Male,0,1
37,M,Caucasian,Female,0,1
32,M,Caucasian,Male,2,2
32,M,African-American,Male,2,2
36,M,African-American,Male,4,5
22,M,Hispanic,Male,0,3
31,F,African-American,Female,0,8
26,F,African-American,Female,4,7
50,M,Caucasian,Female,30,6
47,F,African-American,Male,4,3
36,F,African-American,Male,2,3
38,F,Caucasian,Female,0,1
35,F,Other,Male,0,1
53,F,Caucasian,Male,0,1
53,F,African-American,Male,2,3
57,F,African-American,Male,19,7
22,F,African-American,Male,5,8
21,F,African-American,Male,0,10
26,F,African-American,Male,0,3
27,F,African-American,Male,2,5
49,F,Caucasian,Female,4,5
47,F,Caucasian,Male,1,3
30,F,African-American,Male,8,10
44,F,Caucasian,Male,3,1
34,F,African-American,Male,1,1
45,F,African-American,Male,10,3
38,F,Hispanic,Male,0,4
50,M,Caucasian,Male,2,1
29,M,Caucasian,Male,1,6
26,F,Caucasian,Male,0,4
22,F,African-American,Female,1,6
47,M,Hispanic,Male,0,1
49,F,Caucasian,Male,0,1
49,F,African-American,Male,1,3
59,F,Caucasian,Male,2,1
32,M,Caucasian,Male,6,5
24,M,African-American,Male,1,2
40,M,Hispanic,Male,0,2
32,F,African-American,Male,0,1
54,M,Hispanic,Female,0,1
27,F,African-American,Male,9,10
25,M,Caucasian,Male,2,8
20,M,Caucasian,Male,0,5
37,M,African-American,Male,18,9
30,F,Caucasian,Female,5,10
23,F,African-American,Male,1,6
20,F,African-American,Female,0,8
50,F,Caucasian,Male,8,2
50,F,African-American,Male,7,2
40,F,Caucasian,Male,3,1
24,F,Caucasian,Female,2,7
24,F,Hispanic,Male,0,6
23,F,African-American,Female,3,5
54,M,Caucasian,Male,3,1
25,M,Caucasian,Male,4,10
46,M,Caucasian,Male,1,1
25,F,Other,Male,1,5
22,M,Caucasian,Female,0,3
32,F,Caucasian,Female,1,2
25,M,African-American,Male,0,3
33,F,African-American,Male,16,9
33,M,African-American,Male,4,5
24,F,African-American,Male,0,2
33,M,African-American,Male,12,9
37,M,Caucasian,Male,0,2
40,M,Caucasian,Female,0,1
43,F,African-American,Male,9,6
35,F,African-American,Male,5,6
25,F,African-American,Male,11,9
61,F,African-American,Male,1,1
52,F,African-American,Female,1,1
39,M,African-American,Male,1,2
47,F,African-American,Male,5,4
52,M,Caucasian,Female,6,7
37,M,Caucasian,Male,0,1
24,F,African-American,Female,0,7
34,F,African-American,Female,14,9
20,M,Other,Male,0,4
25,M,Caucasian,Male,1,3
62,M,Caucasian,Female,0,1
23,F,Caucasian,Male,0,3
60,F,Caucasian,Female,0,7
35,M,Caucasian,Male,0,1
24,F,African-American,Female,0,7
30,M,Caucasian,Male,0,1
35,F,Caucasian,Male,4,5
28,M,Caucasian,Female,0,4
56,F,African-American,Male,0,1
23,F,African-American,Male,2,2
20,F,Hispanic,Male,0,3
23,M,Caucasian,Male,1,2
21,F,African-American,Male,0,9
35,F,African-American,Female,2,5
33,M,Caucasian,Male,3,3
21,F,Hispanic,Male,0,4
41,M,African-American,Male,9,9
24,F,African-American,Male,0,5
20,F,Hispanic,Male,2,10
28,F,African-American,Male,9,8
25,F,Native American,Male,7,9
49,F,African-American,Male,3,2
22,F,Hispanic,Female,0,6
21,F,African-American,Male,0,3
27,F,African-American,Female,3,9
50,M,African-American,Male,4,5
23,M,African-American,Female,0,3
34,M,Caucasian,Male,0,4
25,F,African-American,Male,4,5
33,F,Caucasian,Female,2,5
25,M,Other,Male,1,4
30,M,Hispanic,Male,0,1
42,M,Native American,Male,0,2
29,F,Caucasian,Female,11,10
32,F,African-American,Female,6,4
24,F,Other,Male,5,6
52,F,African-American,Male,3,1
26,M,Caucasian,Female,3,3
31,F,Caucasian,Male,2,3
38,F,Hispanic,Male,0,1
30,F,Caucasian,Female,0,5
20,M,African-American,Male,0,10
24,F,Asian,Male,0,3
31,F,Caucasian,Male,0,4
37,M,Caucasian,Female,1,3
43,M,Hispanic,Male,0,2
49,F,Caucasian,Male,8,6
33,F,African-American,Female,1,2
42,M,African-American,Male,0,1
44,F,Caucasian,Male,0,2
28,F,African-American,Male,5,6
32,F,African-American,Male,4,6
28,F,African-American,Male,7,7
38,F,Caucasian,Male,0,4
38,F,African-American,Male,3,4
34,M,African-American,Female,0,3
21,F,Caucasian,Male,1,6
36,F,African-American,Male,1,8
29,M,African-American,Male,0,2
34,F,African-American,Male,3,6
38,M,African-American,Male,1,2
36,F,Caucasian,Male,0,1
32,M,Hispanic,Male,0,2
23,M,African-American,Male,0,9
47,M,Caucasian,Male,0,1
20,F,African-American,Male,0,3
25,F,African-American,Female,2,8
35,M,African-American,Male,0,1
28,M,Caucasian,Female,1,4
24,M,African-American,Male,2,5
22,F,African-American,Male,0,9
20,F,Other,Male,8,10
40,M,Hispanic,Male,0,1
27,F,Other,Male,1,4
60,F,African-American,Male,12,3
33,M,African-American,Male,6,5
34,M,African-American,Male,2,4
24,M,Caucasian,Male,4,8
27,M,African-American,Male,0,2
29,F,African-American,Male,4,10
21,F,Caucasian,Male,1,7
32,M,Hispanic,Male,0,1
42,F,Caucasian,Female,0,1
32,F,African-American,Male,1,4
27,F,Other,Male,0,1
30,M,Caucasian,Male,3,4
22,F,African-American,Male,1,3
20,M,Caucasian,Male,0,10
57,M,Caucasian,Male,0,2
51,F,Caucasian,Male,3,1
21,F,African-American,Male,0,4
22,F,African-American,Male,0,5
35,F,African-American,Male,4,8
58,F,Caucasian,Male,2,3
32,F,Caucasian,Female,0,1
30,M,Caucasian,Male,9,6
20,F,African-American,Male,0,10
40,M,Other,Male,0,1
45,M,Caucasian,Female,5,2
31,F,African-American,Male,4,3
23,F,Hispanic,Male,4,9
26,M,Hispanic,Male,0,5
53,M,Caucasian,Female,1,3
44,M,Caucasian,Male,0,1
44,M,Caucasian,Female,1,5
21,F,Caucasian,Male,0,2
28,M,African-American,Male,0,1
28,M,Caucasian,Male,2,1
24,F,African-American,Male,0,3
28,F,African-American,Male,0,2
53,F,Caucasian,Male,4,1
47,F,Hispanic,Male,1,5
20,F,African-American,Male,1,3
21,M,African-American,Male,0,6
30,F,Other,Male,1,2
37,M,Caucasian,Male,1,1
60,F,Hispanic,Male,1,1
26,M,Hispanic,Male,1,2
30,M,Caucasian,Male,0,1
26,F,Caucasian,Male,2,8
26,F,African-American,Female,5,9
21,F,Hispanic,Male,0,5
39,F,African-American,Female,1,2
30,F,Other,Male,0,2
44,F,African-American,Male,2,5
45,M,Caucasian,Male,0,2
30,F,African-American,Male,1,1
38,F,Asian,Male,2,1
23,F,Caucasian,Male,6,5
46,M,Asian,Male,0,1
42,F,African-American,Male,0,1
54,M,Caucasian,Male,4,2
47,F,African-American,Male,7,1
26,F,Caucasian,Male,0,7
29,M,Caucasian,Male,7,10
51,F,Caucasian,Male,7,1
44,M,African-American,Male,0,1
49,M,Caucasian,Male,12,5
22,F,African-American,Male,0,8
32,M,African-American,Male,4,4
27,M,African-American,Male,0,3
30,M,Caucasian,Male,0,2
28,M,Hispanic,Male,11,7
45,M,Other,Male,0,1
51,F,Caucasian,Female,5,5
27,F,African-American,Male,4,2
32,F,African-American,Male,0,7
43,F,African-American,Male,2,3
37,F,Caucasian,Male,2,2
26,F,African-American,Male,0,4
26,M,African-American,Male,0,2
32,F,Other,Male,4,3
39,F,Hispanic,Male,3,4
58,F,African-American,Female,4,1
33,M,Other,Male,0,2
22,M,Caucasian,Female,1,3
21,F,African-American,Male,2,10
31,F,Caucasian,Male,0,7
43,F,Caucasian,Male,2,1
23,M,African-American,Male,0,7
25,F,Caucasian,Male,0,2
22,F,African-American,Male,6,9
30,F,African-American,Male,6,4
25,F,African-American,Male,15,9
20,F,African-American,Male,0,7
39,F,Hispanic,Male,0,1
33,F,African-American,Male,1,2
59,F,African-American,Male,1,4
21,F,Hispanic,Male,1,9
53,F,African-American,Male,8,6
34,M,Caucasian,Male,2,2
36,F,Caucasian,Male,6,4
23,F,African-American,Male,0,3
32,M,African-American,Male,2,8
32,M,African-American,Male,11,9
66,M,Other,Male,0,1
24,M,Caucasian,Female,0,6
30,F,African-American,Male,7,10
28,M,African-American,Male,1,7
43,F,Caucasian,Male,4,5
35,M,African-American,Male,3,2
19,F,African-American,Male,2,8
22,M,African-American,Male,1,6
29,F,African-American,Male,0,1
23,M,African-American,Female,0,4
33,M,Caucasian,Female,0,2
35,M,African-American,Male,1,4
53,F,Caucasian,Male,0,1
59,F,Caucasian,Male,17,6
48,M,Caucasian,Female,0,1
33,F,African-American,Female,1,2
44,M,Caucasian,Male,0,1
31,F,Caucasian,Male,10,2
28,F,African-American,Male,2,4
51,F,Hispanic,Male,1,1
23,F,African-American,Male,0,7
21,F,Hispanic,Male,0,7
26,F,Caucasian,Male,0,5
22,F,African-American,Male,3,9
29,M,African-American,Male,0,2
20,F,African-American,Male,2,9
44,M,Caucasian,Male,0,1
41,F,African-American,Male,2,5
28,F,African-American,Female,4,4
27,M,Caucasian,Male,1,6
31,M,Caucasian,Male,7,3
26,F,African-American,Male,3,3
20,F,African-American,Male,0,4
55,M,Caucasian,Male,2,1
36,F,African-American,Male,0,8
48,F,Other,Male,4,1
22,F,Other,Male,5,4
23,M,African-American,Male,1,9
34,F,African-American,Male,19,10
59,F,Caucasian,Female,1,1
37,F,Caucasian,Male,0,2
28,F,Caucasian,Female,0,4
31,F,African-American,Male,0,2
38,F,African-American,Female,14,10
33,F,African-American,Male,0,1
27,F,African-American,Male,3,8
25,M,Caucasian,Male,2,4
42,F,African-American,Female,2,2
22,F,African-American,Male,3,8
21,F,Other,Male,0,6
45,F,Caucasian,Male,1,5
21,M,African-American,Female,1,3
52,M,Caucasian,Male,2,1
29,M,Caucasian,Male,0,3
37,M,African-American,Female,0,4
34,F,Caucasian,Male,0,2
53,M,African-American,Male,0,1
30,F,African-American,Female,8,8
35,M,Hispanic,Male,0,3
28,F,Caucasian,Male,1,4
21,F,African-American,Male,1,8
22,F,African-American,Male,1,7
42,M,Caucasian,Male,1,3
26,F,African-American,Male,3,4
54,M,African-American,Male,9,1
39,F,Other,Male,1,2
30,F,African-American,Male,20,9
26,F,African-American,Female,1,6
41,M,African-American,Male,0,1
23,M,Caucasian,Male,5,5
43,F,Caucasian,Male,1,2
22,M,African-American,Male,0,3
27,F,Caucasian,Female,6,3
42,M,African-American,Female,2,3
25,F,African-American,Male,8,6
49,M,African-American,Male,4,2
52,F,Caucasian,Male,1,1
60,F,Caucasian,Female,2,1
23,M,African-American,Female,0,6
30,M,African-American,Male,2,7
48,F,African-American,Male,9,6
32,F,African-American,Male,2,7
28,F,Hispanic,Male,3,3
24,F,African-American,Male,5,7
22,F,African-American,Male,3,5
44,F,African-American,Male,2,2
32,F,Caucasian,Male,3,4
27,M,African-American,Female,1,2
52,M,African-American,Male,15,4
61,M,Caucasian,Male,3,2
69,M,African-American,Male,3,1
51,F,Other,Male,2,1
21,F,Caucasian,Female,1,6
31,M,Caucasian,Male,2,6
19,F,African-American,Male,3,4
24,M,African-American,Male,12,9
24,F,Caucasian,Male,3,8
57,F,Hispanic,Male,3,1
30,F,Caucasian,Male,6,7
43,F,African-American,Male,4,1
24,F,African-American,Male,4,7
30,M,Caucasian,Female,7,7
25,F,African-American,Male,5,9
56,F,Caucasian,Female,1,8
21,F,African-American,Male,1,8
31,F,African-American,Male,6,10
23,F,African-American,Female,1,9
30,F,African-American,Male,15,10
42,M,Other,Male,1,1
64,F,Caucasian,Male,0,3
21,F,Caucasian,Female,0,6
36,F,African-American,Male,5,3
50,F,African-American,Female,1,1
23,M,African-American,Male,0,3
28,F,Native American,Male,2,3
25,F,Caucasian,Female,5,7
54,M,Caucasian,Male,14,4
37,M,Other,Male,6,1
25,M,Caucasian,Male,5,9
63,M,Caucasian,Male,0,1
35,M,African-American,Male,2,7
26,M,Hispanic,Male,0,1
25,M,African-American,Male,8,10
33,M,Caucasian,Male,0,1
29,F,African-American,Male,7,3
27,M,Hispanic,Male,2,4
37,M,African-American,Male,12,9
20,M,Caucasian,Female,3,10
32,F,African-American,Male,1,2
72,M,Caucasian,Male,1,1
38,F,Caucasian,Male,0,1
40,F,Caucasian,Male,0,2
23,F,Caucasian,Male,0,3
21,F,Caucasian,Male,5,8
27,F,Caucasian,Male,4,7
55,F,Caucasian,Male,13,6
41,M,Caucasian,Female,0,1
56,M,Caucasian,Male,1,1
55,M,Caucasian,Male,11,7
23,F,Hispanic,Female,0,6
28,F,African-American,Male,3,2
31,F,Other,Male,2,2
53,M,Caucasian,Male,0,1
27,F,African-American,Male,6,5
22,F,Caucasian,Male,0,5
22,F,African-American,Female,0,4
33,M,African-American,Male,7,6
34,F,African-American,Male,15,7
22,M,Hispanic,Male,0,3
32,F,African-American,Male,12,8
47,F,African-American,Male,14,9
24,M,Asian,Male,0,2
25,F,African-American,Male,14,10
56,F,Caucasian,Male,0,1
36,F,Hispanic,Male,1,4
28,F,African-American,Male,4,6
20,F,African-American,Male,2,9
59,M,Hispanic,Male,0,1
29,F,African-American,Female,11,8
72,F,Caucasian,Male,3,1
24,M,African-American,Female,2,7
45,F,African-American,Male,3,9
30,M,African-American,Male,7,10
45,M,African-American,Male,0,1
47,M,Caucasian,Male,0,1
24,F,African-American,Male,0,3
20,M,African-American,Male,0,3
51,F,Caucasian,Male,6,1
49,M,Caucasian,Female,2,2
41,F,Caucasian,Male,5,1
49,F,Caucasian,Male,1,3
26,M,Hispanic,Male,0,1
28,M,African-American,Female,0,3
33,M,Caucasian,Male,2,2
46,F,African-American,Male,0,7
21,M,African-American,Male,0,4
26,F,African-American,Male,14,9
48,F,Hispanic,Male,1,1
58,F,African-American,Male,24,6
29,F,Other,Male,0,1
20,F,African-American,Female,2,10
28,M,African-American,Male,0,4
21,F,Caucasian,Male,0,8
26,F,Other,Male,0,7
34,M,African-American,Male,3,1
32,F,African-American,Male,15,8
38,F,African-American,Male,10,4
22,F,African-American,Male,0,3
42,F,Caucasian,Male,2,5
57,M,Caucasian,Female,0,4
56,F,Caucasian,Female,1,1
32,M,Hispanic,Male,2,5
30,F,African-American,Male,11,8
29,M,African-American,Male,2,1
46,F,African-American,Male,15,7
24,F,African-American,Female,0,3
70,F,African-American,Female,1,1
21,F,Hispanic,Male,0,6
45,M,Caucasian,Female,1,1
33,M,Hispanic,Female,2,4
39,F,African-American,Female,6,5
25,F,Caucasian,Male,6,4
48,M,Hispanic,Male,1,1
46,F,Caucasian,Male,0,1
28,M,Caucasian,Male,0,2
27,F,African-American,Male,1,2
43,F,Caucasian,Male,11,7
30,F,African-American,Male,9,10
29,F,Caucasian,Male,1,3
54,F,African-American,Male,8,1
20,F,Caucasian,Female,0,4
29,F,African-American,Male,0,1
67,M,Asian,Male,0,1
25,F,Other,Male,0,2
24,F,African-American,Male,8,9
29,F,Other,Male,3,6
45,M,African-American,Male,2,6
31,F,African-American,Male,5,5
23,F,Caucasian,Male,0,3
21,F,African-American,Male,0,8
61,M,Caucasian,Male,0,1
51,M,Caucasian,Female,5,7
32,F,Other,Male,1,1
43,F,Caucasian,Male,9,6
32,M,Other,Male,0,1
36,F,African-American,Male,0,5
58,F,Caucasian,Male,3,4
57,F,African-American,Male,12,9
37,F,African-American,Male,2,7
44,F,African-American,Male,6,6
45,F,African-American,Male,8,7
48,F,Other,Male,1,1
26,F,African-American,Male,13,8
34,F,Caucasian,Male,9,6
25,F,African-American,Male,0,3
31,M,African-American,Male,8,7
43,F,African-American,Male,1,1
30,M,African-American,Male,0,1
50,M,Caucasian,Male,0,1
31,F,African-American,Female,2,2
33,M,Caucasian,Female,7,6
32,F,African-American,Male,1,5
46,M,Caucasian,Female,0,1
22,F,Hispanic,Male,0,6
37,F,African-American,Male,8,5
32,F,Caucasian,Female,6,6
23,F,African-American,Female,2,7
21,F,Caucasian,Male,0,5
52,F,Other,Male,2,1
49,M,Caucasian,Male,2,2
55,F,Caucasian,Male,3,7
22,F,African-American,Male,0,2
45,F,Hispanic,Male,0,1
31,F,African-American,Female,7,5
22,M,Caucasian,Male,0,2
28,M,African-American,Male,5,6
21,F,African-American,Male,1,5
37,M,Hispanic,Male,2,3
30,F,African-American,Male,21,7
22,F,African-American,Male,13,10
35,F,African-American,Male,23,9
28,F,African-American,Male,11,10
24,F,African-American,Male,1,3
32,F,African-American,Male,24,7
24,F,African-American,Female,1,5
57,F,African-American,Male,19,3
21,M,Other,Male,0,6
28,F,Caucasian,Male,0,2
51,M,Caucasian,Male,0,1
26,M,African-American,Male,0,2
20,F,African-American,Male,0,6
25,M,African-American,Male,6,7
19,M,Caucasian,Male,0,6
49,F,Caucasian,Male,1,1
57,M,African-American,Male,27,10
27,M,African-American,Female,0,2
66,M,Caucasian,Male,1,1
21,F,Caucasian,Male,0,3
45,F,Caucasian,Male,1,2
37,F,African-American,Male,24,8
44,F,Caucasian,Male,13,9
64,F,African-American,Male,0,4
30,F,African-American,Male,1,6
61,M,African-American,Male,1,1
49,F,Caucasian,Female,8,2
23,F,African-American,Male,0,7
21,F,Caucasian,Male,0,9
30,F,Caucasian,Female,2,10
26,M,Hispanic,Male,7,4
35,M,Other,Male,3,1
27,M,African-American,Male,2,9
38,M,Caucasian,Male,1,6
48,F,African-American,Male,14,9
26,M,Caucasian,Male,0,2
24,F,African-American,Male,4,8
28,F,African-American,Female,2,5
44,F,Caucasian,Female,4,6
23,F,Caucasian,Male,2,7
34,F,Caucasian,Female,1,6
20,F,Caucasian,Male,1,5
63,F,Other,Male,23,4
36,M,African-American,Female,0,1
58,F,Caucasian,Male,1,1
35,F,Caucasian,Female,4,3
23,F,African-American,Male,3,7
40,F,Caucasian,Male,1,1
31,F,Hispanic,Male,3,3
34,F,Hispanic,Female,5,4
23,M,African-American,Male,3,6
27,M,Caucasian,Male,0,3
26,F,African-American,Female,3,5
49,F,African-American,Male,1,1
47,M,Hispanic,Female,0,1
47,F,African-American,Male,6,2
34,F,African-American,Male,7,6
27,F,African-American,Male,10,9
52,M,Caucasian,Female,0,1
26,M,African-American,Male,0,3
25,F,African-American,Male,9,7
51,F,African-American,Male,1,2
29,M,African-American,Female,1,2
46,F,Caucasian,Male,0,1
28,F,Caucasian,Male,6,4
57,F,African-American,Male,0,1
23,F,Hispanic,Male,2,5
34,F,African-American,Male,27,9
27,F,African-American,Male,3,3
25,M,African-American,Male,7,9
31,F,Caucasian,Male,1,7
37,F,African-American,Male,8,2
51,F,African-American,Male,0,2
28,F,African-American,Male,8,6
56,F,Caucasian,Male,4,1
45,F,African-American,Male,15,9
26,F,Caucasian,Male,7,6
33,F,Caucasian,Male,7,8
23,M,Caucasian,Male,0,4
31,M,African-American,Male,0,2
31,M,Other,Male,0,3
19,F,Hispanic,Male,1,9
32,F,Caucasian,Male,0,1
30,M,Caucasian,Male,1,3
66,F,Caucasian,Male,1,1
40,F,African-American,Female,0,1
59,M,African-American,Male,4,2
27,M,African-American,Male,3,7
22,F,African-American,Male,0,3
58,F,Caucasian,Male,1,1
29,F,Caucasian,Male,2,3
27,F,African-American,Male,0,8
24,F,Caucasian,Male,0,5
35,F,Caucasian,Female,3,4
29,F,African-American,Male,7,8
30,F,African-American,Male,5,9
23,F,African-American,Male,1,2
32,F,Caucasian,Male,2,4
22,F,Caucasian,Male,2,5
21,M,African-American,Male,0,3
43,M,Caucasian,Female,0,2
29,F,African-American,Male,0,8
43,F,African-American,Male,1,3
25,F,African-American,Male,1,2
47,M,Caucasian,Male,0,1
21,F,African-American,Female,0,5
54,M,Caucasian,Male,0,1
34,F,African-American,Male,3,1
28,M,African-American,Female,2,2
53,F,Caucasian,Female,4,1
54,M,African-American,Male,0,1
37,F,Hispanic,Male,3,1
34,F,African-American,Male,2,4
60,F,Caucasian,Female,0,1
22,F,African-American,Male,0,4
51,F,African-American,Male,3,7
29,F,African-American,Male,0,2
28,M,African-American,Male,5,6
33,F,Caucasian,Male,0,1
43,M,Caucasian,Male,4,2
45,M,Hispanic,Male,1,6
32,F,Caucasian,Male,5,5
35,F,African-American,Female,0,3
23,F,African-American,Male,1,4
41,M,Hispanic,Male,1,1
25,F,Other,Male,24,10
35,F,Hispanic,Male,12,9
25,F,African-American,Male,4,6
69,F,Caucasian,Male,6,2
24,M,Asian,Male,0,3
28,F,Hispanic,Male,0,4
47,F,African-American,Male,23,7
29,F,African-American,Male,13,10
26,F,African-American,Male,9,8
31,M,Other,Male,0,1
28,F,Caucasian,Male,0,7
48,M,Caucasian,Male,1,1
44,M,Caucasian,Male,0,1
42,M,African-American,Male,7,5
39,F,African-American,Male,5,7
46,F,Hispanic,Female,2,1
55,M,Caucasian,Male,0,5
27,F,African-American,Male,5,9
31,M,Caucasian,Female,0,9
25,F,African-American,Male,0,2
32,M,Caucasian,Male,6,7
36,F,African-American,Male,2,5
21,F,African-American,Male,3,7
39,M,Caucasian,Male,2,4
26,M,African-American,Female,0,2
28,F,African-American,Male,8,8
67,M,Caucasian,Male,2,1
22,F,Other,Female,0,4
37,M,Caucasian,Male,3,1
23,M,African-American,Male,2,8
49,M,African-American,Female,14,7
32,M,Caucasian,Male,9,7
41,M,Caucasian,Male,9,6
25,M,African-American,Male,1,3
58,M,Caucasian,Male,0,1
44,M,African-American,Male,19,9
28,F,African-American,Male,1,4
39,F,African-American,Female,0,5
54,F,Caucasian,Male,0,1
43,M,Caucasian,Male,0,4
31,M,African-American,Male,5,10
30,F,African-American,Male,11,10
27,M,Caucasian,Male,4,4
28,M,African-American,Male,0,2
24,M,African-American,Male,0,7
43,M,Caucasian,Male,0,1
44,M,African-American,Male,10,4
24,F,Hispanic,Male,11,10
23,F,African-American,Male,0,3
36,M,Caucasian,Male,5,3
27,F,Caucasian,Male,1,9
24,F,African-American,Male,0,10
66,M,Caucasian,Male,0,1
36,F,Caucasian,Female,3,4
53,F,Hispanic,Male,9,8
23,F,Caucasian,Male,1,3
22,M,African-American,Female,0,7
25,F,Hispanic,Male,1,3
56,F,African-American,Male,4,1
51,F,Asian,Male,1,1
58,M,African-American,Female,3,1
24,M,Caucasian,Male,3,5
22,F,African-American,Male,0,3
39,M,Caucasian,Male,0,1
20,F,Hispanic,Male,3,10
46,F,Caucasian,Male,10,7
38,F,Caucasian,Male,1,1
23,M,Caucasian,Male,0,8
39,F,Other,Male,6,5
25,F,African-American,Male,0,8
31,F,African-American,Male,19,9
25,M,African-American,Female,1,3
26,F,African-American,Male,6,6
25,F,African-American,Male,2,9
37,F,Caucasian,Male,11,8
36,F,African-American,Male,0,1
26,F,African-American,Male,1,6
21,F,Other,Male,3,2
35,F,African-American,Male,7,4
22,F,African-American,Male,2,4
25,F,Caucasian,Male,0,2
36,M,Hispanic,Male,0,1
24,M,African-American,Male,2,7
21,F,African-American,Male,0,9
32,F,Caucasian,Male,15,9
33,M,African-American,Male,2,2
33,F,African-American,Male,10,9
29,M,Caucasian,Male,0,3
50,F,Caucasian,Male,8,3
33,F,African-American,Male,14,8
37,F,African-American,Male,13,8
27,F,African-American,Male,9,7
27,M,African-American,Male,0,1
21,M,Hispanic,Male,1,5
58,F,African-American,Male,1,1
27,F,African-American,Male,4,8
28,F,Caucasian,Male,1,7
31,M,Caucasian,Female,0,3
24,M,African-American,Male,3,7
26,F,African-American,Male,6,9
43,M,Caucasian,Male,0,1
22,F,African-American,Male,3,6
23,F,African-American,Male,0,5
42,M,Caucasian,Male,0,4
30,M,African-American,Male,18,10
29,F,African-American,Male,1,9
38,F,Caucasian,Male,2,4
26,M,Caucasian,Male,3,4
51,M,African-American,Male,5,7
36,M,Other,Male,0,1
62,M,Hispanic,Male,0,1
23,F,African-American,Male,0,3
34,F,African-American,Male,7,5
35,M,African-American,Male,1,2
22,F,Caucasian,Male,0,3
29,M,African-American,Male,10,10
40,F,African-American,Male,0,2
36,F,African-American,Male,2,2
26,F,African-American,Male,8,8
25,F,African-American,Male,1,3
69,M,Caucasian,Male,0,1
27,F,African-American,Male,1,4
20,F,Caucasian,Male,0,5
27,F,African-American,Male,1,1
24,M,African-American,Female,6,6
42,F,Caucasian,Male,0,1
25,F,Caucasian,Male,1,3
25,F,African-American,Male,0,4
22,F,African-American,Male,0,3
21,F,Caucasian,Male,0,4
30,M,African-American,Male,1,2
46,M,Caucasian,Male,9,5
26,M,African-American,Male,2,7
33,F,African-American,Male,0,5
40,M,African-American,Male,1,1
34,F,Caucasian,Male,0,4
22,F,Caucasian,Male,1,2
28,M,Hispanic,Male,3,5
31,M,African-American,Male,4,3
59,M,Caucasian,Male,3,1
37,F,Native American,Male,0,2
50,F,African-American,Male,0,1
57,F,African-American,Male,8,5
31,M,African-American,Male,5,5
44,F,African-American,Male,9,8
48,F,African-American,Male,5,9
25,F,Caucasian,Female,0,4
51,M,African-American,Male,5,3
50,F,Caucasian,Male,0,1
57,F,Caucasian,Male,2,1
55,M,Caucasian,Male,0,1
59,F,African-American,Male,4,3
42,F,African-American,Female,0,1
20,F,Hispanic,Male,2,8
21,F,Other,Male,0,4
32,F,African-American,Male,21,9
24,M,Hispanic,Female,0,4
42,F,African-American,Male,1,4
29,F,African-American,Male,8,8
21,F,African-American,Male,1,6
58,M,Caucasian,Male,0,1
22,F,African-American,Male,1,7
46,M,Caucasian,Male,1,1
50,M,Caucasian,Male,0,2
46,F,African-American,Male,2,9
44,F,African-American,Female,11,8
35,M,African-American,Male,4,5
30,F,African-American,Male,14,9
42,F,African-American,Male,2,5
46,F,African-American,Male,5,1
42,F,African-American,Male,0,10
29,F,Caucasian,Male,7,10
32,F,African-American,Male,8,4
31,F,Other,Male,5,6
33,M,African-American,Female,1,1
25,F,Caucasian,Male,4,4
33,M,African-American,Female,0,1
21,F,Hispanic,Male,1,5
35,F,Caucasian,Male,1,1
56,F,African-American,Male,1,1
38,M,Caucasian,Male,0,3
40,M,African-American,Female,4,1
28,F,African-American,Male,4,4
51,M,African-American,Male,0,1
35,M,African-American,Male,2,2
61,F,African-American,Male,5,2
25,F,African-American,Male,0,3
25,F,African-American,Male,4,7
26,M,African-American,Male,0,5
42,M,Caucasian,Male,1,1
25,F,African-American,Female,1,4
26,M,African-American,Male,13,10
31,F,African-American,Male,9,7
35,F,Caucasian,Male,1,2
34,F,Caucasian,Male,0,1
33,M,Caucasian,Female,1,2
30,F,African-American,Male,3,2
50,M,African-American,Female,7,4
21,F,African-American,Male,0,5
31,F,Hispanic,Male,16,10
31,F,African-American,Male,2,7
23,M,African-American,Female,0,4
25,F,African-American,Male,1,6
24,F,Caucasian,Female,1,5
31,M,African-American,Male,13,10
60,F,African-American,Male,0,1
30,F,African-American,Male,2,2
32,M,Other,Female,0,1
46,M,Caucasian,Male,0,1
21,M,Caucasian,Male,0,4
35,F,African-American,Male,0,8
34,F,Hispanic,Male,2,3
41,F,Asian,Male,2,8
23,F,African-American,Male,1,10
23,F,African-American,Male,3,6
28,M,African-American,Male,2,4
21,F,Hispanic,Male,0,4
46,M,Caucasian,Male,2,4
56,F,African-American,Male,1,2
40,F,Hispanic,Male,8,5
30,F,Hispanic,Male,5,3
24,M,African-American,Male,1,4
33,M,Caucasian,Female,0,1
48,M,Caucasian,Male,2,8
33,F,African-American,Male,11,6
25,F,Hispanic,Male,0,7
30,F,African-American,Male,7,5
37,F,Hispanic,Male,0,3
43,F,Caucasian,Female,7,8
32,F,Caucasian,Male,0,3
33,F,Other,Male,3,7
39,F,Other,Male,4,2
49,F,Caucasian,Male,4,1
24,F,Caucasian,Male,0,4
26,F,African-American,Male,1,9
42,F,Caucasian,Male,0,2
22,F,African-American,Male,1,6
36,F,Hispanic,Male,0,1
29,M,Caucasian,Male,7,7
39,M,Caucasian,Male,0,3
27,F,African-American,Male,13,6
38,F,Caucasian,Male,2,5
