priors_count;days_b_screening_arrest;decile_score;is_recid;two_year_recid;c_charge_degree_F;c_charge_degree_M;race_African-American;race_Asian;race_Caucasian;race_Hispanic;race_Native American;race_Other;age_cat_25 - 45;age_cat_Greater than 45;age_cat_Less than 25;score_text_High;score_text_Low;score_text_Medium;sex_Female;sex_Male
0;-1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1
7;-1;5;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;1
5;-1;7;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1
2;-1;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0
0;-1;5;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1
5;-1;9;1;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
0;-1;9;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1;0
0;-1;2;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
6;0;7;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1
2;-1;5;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1
3;-1;7;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1
2;0;4;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1
0;0;2;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;1;0
8;0;8;1;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
2;-4;1;1;1;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1
0;-1;4;0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0
3;-1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1
2;-1;8;1;1;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;1
14;-1;7;1;1;0;1;1;0;0;0;0;0;0;1;0;0;0;1;1;0
9;0;7;1;1;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1
9;-1;6;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1
1;0;3;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;1
0;-1;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1
19;-17;9;1;1;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;1
1;0;4;1;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
0;-1;5;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0
0;-1;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1
0;-1;4;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1
5;0;10;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;1
11;0;10;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
4;-1;4;1;1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1
0;-1;2;1;1;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;1
0;-1;7;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;1
0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1
10;-7;4;1;1;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;1
11;-15;10;1;1;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1
0;-1;3;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1
5;-1;3;1;1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1
1;-1;9;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1
0;0;10;1;1;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1
0;-1;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1
3;0;4;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0
9;-1;8;1;1;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1
1;0;3;1;1;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1
0;0;7;1;1;0;1;1;0;0;0;0;0;0;0;1;0;0;1;1;0
1;-1;3;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1
4;-1;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1
1;-1;1;1;1;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1
3;-18;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;1;0
3;0;5;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;1
0;-1;3;1;1;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1
0;-1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1
3;-1;10;1;1;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1
10;-1;7;1;1;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1
1;-27;1;1;1;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1
0;0;8;1;1;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;1
6;-1;5;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1
0;0;8;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
19;-1;9;1;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
1;-1;3;1;1;0;1;1;0;0;0;0;0;1;0;0;0;1;0;1;0
6;-1;6;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1
2;-1;9;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
11;0;8;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1
0;-3;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
1;0;6;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1
3;-1;2;1;1;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1
7;-23;4;1;1;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
2;-1;4;1;1;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1
0;0;2;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1
0;-7;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1
2;-1;7;1;1;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;1
0;-1;9;1;1;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1
15;-1;9;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1
2;0;2;1;1;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;1
10;0;9;1;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
0;-2;3;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1
8;-1;3;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1
14;-1;8;1;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
13;-1;8;1;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
9;-1;7;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1
0;-1;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;1
1;-1;5;1;1;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;1
1;-1;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1
4;-1;8;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
1;-1;7;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1
0;-5;3;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;1;0
3;-1;7;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;1
6;0;9;1;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
0;-1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1
3;0;6;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1
0;-1;5;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1
0;-1;4;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1
18;-1;10;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;1
1;-1;9;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
2;0;4;1;1;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1
3;-4;4;1;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1
5;0;7;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0;1
0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1
0;-2;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;1
0;0;3;1;1;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1
7;-1;5;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1
1;-1;2;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;1
0;0;3;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1
10;-1;10;1;1;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;1
0;-3;2;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
2;0;2;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
8;0;8;1;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
1;-23;3;1;1;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
0;-3;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1
1;-1;4;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
0;0;5;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1
1;-2;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
6;-1;6;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;1;0
0;-7;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1
1;-1;3;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1
0;-1;4;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
0;-1;3;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1
0;-1;4;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1
1;0;2;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;1
9;0;5;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1
2;0;7;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;1
0;0;5;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1
1;-1;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;1
0;-1;4;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1
1;-1;2;1;1;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1
3;-1;5;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;1
4;-1;3;1;1;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;1
3;0;1;1;1;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1
0;-1;2;0;0;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1
0;-1;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1
8;-1;5;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;1
5;-1;5;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;1
9;-28;8;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
5;-1;9;1;1;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1
0;-1;4;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0
5;-1;3;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;1
0;-1;1;1;1;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1
2;-11;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1
0;-1;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1
4;-2;3;1;1;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1
0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0
2;-21;8;1;1;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1
0;-1;4;0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1
21;-1;9;1;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
0;0;4;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;1;0
1;0;4;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
8;-1;8;1;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
1;-1;6;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1
0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1
1;0;7;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1
1;-1;1;1;1;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1
0;0;2;1;1;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1
2;-1;9;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1
11;-1;8;1;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0
4;-1;5;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;1
14;-1;9;1;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
2;-1;5;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1
5;-1;1;1;1;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1
0;0;10;1;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
7;-1;10;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1
8;-1;4;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
5;-1;6;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1
1;-1;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;1;0
4;-1;4;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1
0;-1;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;1;0
1;-1;5;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1
1;-1;1;1;1;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1
1;-22;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1
0;-1;3;1;1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1
4;-1;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;1;0
4;-1;4;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
0;-1;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;1
2;-1;2;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;1
5;-13;2;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1
0;0;3;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
4;-1;7;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1
0;0;5;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;1
1;-1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1
1;-10;4;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0
13;-1;10;1;1;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;1
9;-1;7;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1
1;-1;2;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1
0;-1;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1
1;-1;2;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;1;0
3;-1;2;1;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
7;-1;4;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;1;0
0;-1;5;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1
16;0;10;1;1;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1
2;-1;7;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1
0;-1;4;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;1;0
1;0;6;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1
1;-1;5;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0
13;-1;10;1;1;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;1
0;-1;1;1;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1
2;-1;2;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
0;-1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;1;0
0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1
0;-1;4;1;1;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;1
0;-1;8;1;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
2;-1;3;1;1;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1
2;-1;8;1;1;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1
1;-1;10;1;1;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1
3;-1;6;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1
2;0;4;1;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;1
0;0;4;1;1;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1
2;-1;4;1;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1
1;-1;2;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1
8;-1;5;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1
5;-1;3;1;1;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1
1;-1;4;1;1;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;1
0;-1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;1;0
2;-1;8;1;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;1
11;-1;6;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1
0;-1;7;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1
7;-1;5;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1
0;-1;3;1;1;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1
7;-21;8;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0
0;0;3;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1
3;-1;7;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1
4;-30;2;1;1;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1
4;-11;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1
0;-1;4;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1
1;0;9;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
0;-1;2;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1
1;-1;6;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1
0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1
7;-1;7;1;1;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1
0;0;3;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1
13;0;6;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1
2;-1;5;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1
0;-1;2;1;1;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1
4;-1;10;1;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
0;-1;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1
0;-1;8;1;1;0;1;1;0;0;0;0;0;1;0;0;1;0;0;1;0
0;-1;5;1;1;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1
1;-1;1;1;1;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1
4;-1;5;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1
5;-2;8;1;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1
0;-1;7;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1
2;-1;5;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1
1;-1;4;1;1;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
2;-1;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1
0;0;3;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1
4;0;4;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
0;-3;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1
0;-1;2;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;1;0
0;-1;6;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1
1;0;1;1;1;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
0;-1;8;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0
2;-1;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1
9;-5;6;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1
0;-1;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;1
0;0;2;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;1;0
3;-1;6;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1
0;-1;7;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1
3;-1;3;1;1;0;1;0;0;0;1;0;0;1;0;0;0;1;0;1;0
0;-1;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1
0;-1;2;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1
0;-1;4;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1
9;-1;9;1;1;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1
0;-1;9;1;1;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1
4;-1;8;1;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
1;-1;6;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1
2;-1;5;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1
4;-1;4;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0
0;-1;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0
12;-1;10;1;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1
5;-1;7;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0
2;-1;7;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1
0;-1;3;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1
1;-1;6;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1
11;-13;1;1;1;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1
2;-1;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1
4;-26;2;1;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;1
15;-1;10;1;1;1;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0
21;0;6;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;1
1;-1;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0
0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0
0;0;2;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;1
5;-3;7;1;1;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1
1;0;10;1;1;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1
26;-1;10;1;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
1;-1;9;1;1;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1
0;-2;6;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1
4;0;10;1;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
3;-1;5;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0
3;-1;4;1;1;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1
0;-1;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1
11;-1;9;1;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1
5;0;5;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;1
4;-1;1;1;1;0;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1
18;-1;4;1;1;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
15;0;6;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1
0;0;4;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
8;0;2;1;1;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;1
3;-21;4;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1
0;-4;3;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0
0;0;5;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;1;1;0
0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1
6;-1;5;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1
3;-1;2;1;1;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
0;-1;2;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;1;0
2;-25;5;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0
3;-1;2;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
1;0;3;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1
5;-1;5;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1
1;0;3;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1
1;-1;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1
2;-1;4;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1
0;-1;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1
4;8;8;1;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1;0
9;-1;6;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1
0;-1;2;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0
0;-1;4;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1
0;-1;4;1;1;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1
4;-1;8;1;1;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;1
0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1
4;-1;10;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
0;-5;4;1;1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1
3;0;10;1;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
1;-17;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1
3;-1;1;1;1;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1
