Age,Workclass,Education,Marital_Status,Occupation,FamilyStatus,Race,Sex,Native_Country,Salary
44,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
43,Private,Some-college,Never-married,Exec-managerial,Unmarried,White,Male,United-States,<=50K
51,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
20,Private,Some-college,Never-married,Sales,Own-child,White,Male,United-States,<=50K
47,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Wife,White,Female,Italy,>50K
43,Private,Masters,Divorced,Exec-managerial,Unmarried,White,Male,United-States,<=50K
24,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,United-States,<=50K
27,Federal-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
32,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
37,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,United-States,<=50K
26,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
43,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,United-States,<=50K
20,Self-emp-not-inc,HS-grad,Never-married,Transport-moving,Own-child,White,Male,United-States,<=50K
37,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
43,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Female,United-States,<=50K
37,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
53,Private,9th,Divorced,Other-service,Not-in-family,White,Female,Canada,<=50K
44,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
25,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,United-States,<=50K
17,Private,11th,Never-married,Adm-clerical,Own-child,White,Female,United-States,<=50K
19,Private,HS-grad,Never-married,Sales,Own-child,White,Male,United-States,<=50K
53,State-gov,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,>50K
44,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
51,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,United-States,>50K
49,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,<=50K
35,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,<=50K
44,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,United-States,<=50K
54,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
37,Private,Some-college,Divorced,Adm-clerical,Unmarried,Black,Female,United-States,<=50K
18,Private,Some-college,Never-married,Other-service,Own-child,White,Female,United-States,<=50K
24,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,<=50K
29,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Female,United-States,<=50K
35,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States,<=50K
56,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
24,Private,Bachelors,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,China,<=50K
43,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
73,Private,HS-grad,Widowed,Sales,Other-relative,White,Female,United-States,<=50K
49,Private,12th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
38,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
31,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,United-States,<=50K
39,Private,Some-college,Divorced,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,United-States,<=50K
42,Private,Bachelors,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
41,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,China,>50K
35,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
38,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
31,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
51,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,<=50K
38,Private,Bachelors,Divorced,Sales,Not-in-family,White,Male,United-States,>50K
40,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
21,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,United-States,<=50K
44,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,United-States,<=50K
55,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
29,Private,HS-grad,Divorced,Sales,Not-in-family,White,Male,United-States,<=50K
49,Private,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,>50K
31,Private,Assoc-voc,Married-civ-spouse,Other-service,Husband,White,Male,United-States,<=50K
24,Private,Masters,Never-married,Exec-managerial,Own-child,White,Male,United-States,<=50K
46,Private,Some-college,Never-married,Exec-managerial,Not-in-family,Black,Male,United-States,<=50K
26,Private,HS-grad,Never-married,Sales,Not-in-family,Black,Male,United-States,<=50K
35,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Male,United-States,<=50K
27,Private,Assoc-voc,Never-married,Sales,Not-in-family,White,Male,United-States,<=50K
64,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
26,Private,Bachelors,Never-married,Craft-repair,Other-relative,White,Male,United-States,<=50K
21,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,United-States,<=50K
57,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
30,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,>50K
45,Private,11th,Married-civ-spouse,Other-service,Wife,White,Female,United-States,<=50K
50,Private,7th-8th,Divorced,Craft-repair,Not-in-family,White,Female,United-States,<=50K
38,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,United-States,<=50K
43,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
42,Private,Some-college,Widowed,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
32,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,United-States,<=50K
20,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
27,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,United-States,<=50K
45,Private,11th,Widowed,Adm-clerical,Unmarried,White,Female,United-States,<=50K
40,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Female,United-States,<=50K
38,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,United-States,<=50K
37,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,United-States,<=50K
60,Private,10th,Divorced,Machine-op-inspct,Not-in-family,White,Female,United-States,<=50K
53,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Black,Male,United-States,>50K
25,Private,Bachelors,Married-civ-spouse,Exec-managerial,Own-child,White,Female,United-States,<=50K
47,Self-emp-not-inc,Bachelors,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,Japan,<=50K
40,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,United-States,<=50K
19,Private,Some-college,Never-married,Other-service,Own-child,White,Female,United-States,<=50K
42,Private,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,>50K
41,Private,Bachelors,Divorced,Adm-clerical,Unmarried,White,Female,United-States,<=50K
28,Private,10th,Never-married,Machine-op-inspct,Own-child,Black,Male,United-States,<=50K
46,Private,Masters,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,>50K
49,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,>50K
24,Private,HS-grad,Never-married,Handlers-cleaners,Other-relative,Black,Male,United-States,<=50K
32,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
71,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,<=50K
26,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,>50K
29,Private,HS-grad,Married-spouse-absent,Protective-serv,Not-in-family,White,Male,United-States,<=50K
50,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
51,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
49,Private,HS-grad,Married-civ-spouse,Other-service,Wife,Black,Female,United-States,>50K
31,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
23,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
59,Local-gov,HS-grad,Widowed,Farming-fishing,Unmarried,White,Male,United-States,<=50K
43,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
38,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
37,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
29,Private,10th,Never-married,Other-service,Own-child,White,Male,United-States,<=50K
39,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
31,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Male,United-States,<=50K
42,Local-gov,Bachelors,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,United-States,>50K
35,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,>50K
39,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,United-States,>50K
40,Private,Assoc-acdm,Divorced,Adm-clerical,Unmarried,White,Female,United-States,<=50K
66,Private,5th-6th,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Female,Puerto-Rico,<=50K
30,Federal-gov,9th,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,<=50K
43,Private,Assoc-acdm,Divorced,Craft-repair,Not-in-family,White,Male,United-States,<=50K
47,Private,9th,Never-married,Other-service,Unmarried,White,Female,United-States,<=50K
45,Private,Masters,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,Philippines,<=50K
31,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,Trinadad&Tobago,<=50K
33,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
32,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,United-States,<=50K
28,Private,Assoc-acdm,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,United-States,<=50K
50,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,>50K
63,Private,7th-8th,Divorced,Sales,Not-in-family,White,Female,United-States,<=50K
28,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,<=50K
38,Private,Some-college,Widowed,Adm-clerical,Unmarried,Black,Female,United-States,<=50K
52,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,United-States,<=50K
38,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,United-States,>50K
41,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,<=50K
50,State-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
59,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
32,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
73,Local-gov,7th-8th,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,<=50K
52,Self-emp-inc,HS-grad,Divorced,Exec-managerial,Unmarried,White,Male,United-States,<=50K
57,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
35,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
51,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,>50K
22,Private,11th,Widowed,Sales,Own-child,Black,Female,United-States,<=50K
49,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
22,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Black,Male,United-States,<=50K
46,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
48,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Female,United-States,<=50K
43,State-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,>50K
25,Private,7th-8th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,Mexico,<=50K
31,Private,7th-8th,Never-married,Craft-repair,Not-in-family,White,Male,United-States,<=50K
19,Private,Some-college,Never-married,Sales,Own-child,White,Male,United-States,<=50K
51,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,>50K
51,Private,Bachelors,Divorced,Exec-managerial,Unmarried,White,Male,United-States,>50K
22,Self-emp-not-inc,HS-grad,Never-married,Prof-specialty,Unmarried,White,Female,Dominican-Republic,>50K
37,Local-gov,HS-grad,Divorced,Adm-clerical,Unmarried,Black,Female,United-States,<=50K
19,Private,Some-college,Never-married,Sales,Own-child,White,Female,United-States,<=50K
45,Private,HS-grad,Divorced,Transport-moving,Unmarried,White,Female,United-States,<=50K
21,State-gov,Some-college,Never-married,Other-service,Own-child,White,Male,United-States,<=50K
52,Private,HS-grad,Widowed,Sales,Not-in-family,White,Female,United-States,<=50K
46,Local-gov,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
42,State-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
56,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,United-States,<=50K
23,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
58,Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
70,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
30,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Male,United-States,<=50K
45,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,Philippines,<=50K
23,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,United-States,<=50K
34,Local-gov,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
38,Private,Bachelors,Married-civ-spouse,Craft-repair,Wife,White,Female,United-States,<=50K
24,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
53,Private,7th-8th,Never-married,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,United-States,<=50K
45,Federal-gov,HS-grad,Never-married,Transport-moving,Not-in-family,Black,Male,United-States,<=50K
21,Private,Some-college,Never-married,Other-service,Own-child,White,Female,Puerto-Rico,<=50K
34,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
32,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
21,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,<=50K
23,Private,9th,Never-married,Handlers-cleaners,Own-child,Black,Male,United-States,<=50K
28,Private,Bachelors,Divorced,Craft-repair,Unmarried,White,Male,United-States,<=50K
29,Self-emp-not-inc,HS-grad,Never-married,Transport-moving,Unmarried,Black,Male,United-States,<=50K
25,Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,United-States,<=50K
44,State-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
18,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,United-States,<=50K
26,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,United-States,<=50K
47,Local-gov,Assoc-acdm,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,>50K
23,Private,HS-grad,Divorced,Sales,Not-in-family,White,Male,United-States,<=50K
46,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
61,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
25,Private,HS-grad,Never-married,Craft-repair,Other-relative,White,Male,United-States,<=50K
38,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,United-States,>50K
23,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,United-States,<=50K
36,Federal-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
46,Private,9th,Divorced,Other-service,Not-in-family,White,Male,United-States,<=50K
32,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
40,Private,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
31,Private,HS-grad,Never-married,Adm-clerical,Own-child,Black,Male,United-States,<=50K
31,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
32,State-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,United-States,<=50K
21,Private,Some-college,Never-married,Other-service,Own-child,White,Male,United-States,<=50K
63,Private,Some-college,Married-civ-spouse,Sales,Husband,Black,Male,United-States,>50K
44,Private,Some-college,Separated,Exec-managerial,Not-in-family,White,Male,United-States,>50K
42,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
30,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
24,Private,HS-grad,Never-married,Other-service,Unmarried,White,Male,El-Salvador,<=50K
42,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,>50K
44,Self-emp-not-inc,HS-grad,Married-civ-spouse,Prof-specialty,Wife,White,Female,Italy,>50K
27,Federal-gov,Bachelors,Never-married,Exec-managerial,Not-in-family,Black,Male,United-States,<=50K
27,Local-gov,Some-college,Never-married,Exec-managerial,Unmarried,White,Male,United-States,<=50K
22,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,United-States,<=50K
68,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,United-States,<=50K
55,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,>50K
22,Self-emp-not-inc,HS-grad,Never-married,Other-service,Own-child,White,Male,Greece,<=50K
25,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,<=50K
68,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
62,Private,Some-college,Widowed,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
26,Private,HS-grad,Divorced,Other-service,Other-relative,White,Male,United-States,<=50K
34,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
68,Private,Some-college,Widowed,Sales,Not-in-family,White,Male,United-States,<=50K
42,Local-gov,Bachelors,Separated,Exec-managerial,Not-in-family,White,Male,United-States,>50K
45,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
26,Private,11th,Never-married,Transport-moving,Not-in-family,White,Male,United-States,<=50K
25,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
23,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,United-States,<=50K
65,Without-pay,7th-8th,Widowed,Farming-fishing,Unmarried,White,Female,United-States,<=50K
31,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,United-States,<=50K
26,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
39,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
44,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,>50K
45,Local-gov,Masters,Divorced,Prof-specialty,Unmarried,White,Female,United-States,<=50K
26,Self-emp-not-inc,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
26,Private,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
36,Private,9th,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
38,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
39,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,White,Male,United-States,<=50K
52,Self-emp-inc,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
39,Private,1st-4th,Married-civ-spouse,Craft-repair,Husband,White,Male,Mexico,<=50K
41,Self-emp-not-inc,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,United-States,<=50K
42,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
47,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
28,Local-gov,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,Black,Male,United-States,<=50K
25,Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,United-States,<=50K
35,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
32,Private,HS-grad,Separated,Adm-clerical,Unmarried,White,Female,United-States,<=50K
38,Private,Masters,Married-civ-spouse,Craft-repair,Husband,Black,Male,United-States,>50K
44,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,>50K
27,Private,Bachelors,Never-married,Sales,Own-child,White,Female,United-States,<=50K
30,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,>50K
30,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,United-States,<=50K
45,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,<=50K
20,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,United-States,<=50K
57,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
43,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Male,United-States,<=50K
28,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Female,China,<=50K
25,Private,HS-grad,Married-civ-spouse,Tech-support,Other-relative,White,Female,United-States,>50K
25,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
90,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
38,Local-gov,Bachelors,Separated,Prof-specialty,Unmarried,Black,Male,United-States,<=50K
35,Private,Bachelors,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,United-States,<=50K
50,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,Canada,>50K
26,Local-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
39,Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
56,Private,10th,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
24,Local-gov,HS-grad,Divorced,Protective-serv,Unmarried,Black,Female,United-States,<=50K
46,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,>50K
18,Local-gov,11th,Never-married,Adm-clerical,Other-relative,White,Female,United-States,<=50K
37,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
57,Private,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
43,State-gov,HS-grad,Never-married,Adm-clerical,Unmarried,Black,Female,United-States,<=50K
29,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,Nicaragua,<=50K
40,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
44,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
77,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
30,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Male,United-States,<=50K
21,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
66,Private,10th,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,<=50K
40,Private,11th,Never-married,Transport-moving,Own-child,White,Male,United-States,<=50K
68,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
64,Private,HS-grad,Widowed,Other-service,Not-in-family,White,Female,United-States,<=50K
26,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
32,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
32,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,United-States,<=50K
51,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
50,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
49,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
28,Private,Bachelors,Never-married,Transport-moving,Unmarried,White,Male,United-States,<=50K
29,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,United-States,<=50K
21,Private,Some-college,Never-married,Sales,Own-child,White,Male,United-States,<=50K
28,Private,HS-grad,Never-married,Adm-clerical,Unmarried,Black,Female,United-States,<=50K
55,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
45,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,South,>50K
35,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,United-States,<=50K
26,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,>50K
30,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,Germany,<=50K
33,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
40,Private,Bachelors,Married-spouse-absent,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,Cambodia,>50K
23,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,<=50K
35,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,United-States,<=50K
48,Self-emp-not-inc,11th,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,>50K
39,Local-gov,10th,Divorced,Handlers-cleaners,Own-child,Black,Male,United-States,<=50K
53,Local-gov,Prof-school,Divorced,Prof-specialty,Not-in-family,White,Female,United-States,<=50K
49,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,>50K
31,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Black,Female,United-States,<=50K
36,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
60,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
29,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States,<=50K
54,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
34,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
30,Private,Some-college,Never-married,Sales,Not-in-family,Black,Female,United-States,<=50K
26,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,United-States,<=50K
47,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,United-States,>50K
50,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,Male,United-States,<=50K
30,Private,Bachelors,Never-married,Exec-managerial,Unmarried,White,Female,United-States,>50K
44,Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Male,United-States,<=50K
