Negative Discrimination;Positive Discrimination;priors_count_Low;priors_count_Medium;priors_count_High;priors_count_VeryHigh;positive_risk;negative_risk;c_charge_degree_F;c_charge_degree_M;race_African_American;race_Caucasian;race_Other;age_cat_25_45;age_cat_Greater_45;age_cat_Less_25;sex_Female;sex_Male;GDS-;GDS+
0.169572147837626;0.13836618312770255;1;0;0;0;1;0;0;1;1;0;0;1;0;0;1;0;0.5506691788126842;0.4493308211873158
0.10983030104036452;0.17016456679420924;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0.39225826490953514;0.6077417350904648
0.12166540290701926;0.1879944956346653;0;1;0;0;1;0;1;0;1;0;0;0;1;0;0;1;0.3929000929083537;0.6070999070916463
0.14485322226730016;0.13788863924686015;1;0;0;0;0;1;0;1;0;1;0;1;0;0;0;1;0.5123161511760989;0.48768384882390114
0.1849951595716547;0.1248205645068412;0;0;0;1;1;0;0;1;1;0;0;1;0;0;1;0;0.597113526506433;0.402886473493567
0.13225763773705168;0.1506812606037332;0;0;0;1;0;1;1;0;1;0;0;1;0;0;0;1;0.46744240015296296;0.5325575998470371
0.1373760353877026;0.16944549381652557;1;0;0;0;1;0;0;1;1;0;0;0;1;0;0;1;0.44773923050315556;0.5522607694968444
0.165822147837626;0.1248205645068412;0;0;1;0;1;0;0;1;1;0;0;1;0;0;0;1;0.5705360595489318;0.42946394045106817
0.13708841464104796;0.16674449563466529;0;0;0;1;1;0;1;0;1;0;0;0;1;0;0;1;0.45119672690047646;0.5488032730995236
0.11683462600302302;0.16422687922459459;1;0;0;0;0;1;1;0;1;0;0;1;0;0;0;1;0.4156906009181318;0.5843093990818682
0.13254525848370638;0.1533822587855935;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;1;0.4635624432008377;0.5364375567991623
0.15688011162121976;0.13057694496810787;0;1;0;0;1;0;0;1;0;1;0;1;0;0;0;1;0.54575147148099;0.45424852851901
0.14183462600302305;0.17193126060373323;0;1;0;0;0;1;1;0;1;0;0;1;0;0;1;0;0.4520396641486549;0.5479603358513452
0.13225763773705168;0.1506812606037332;0;0;0;1;0;1;1;0;1;0;0;1;0;0;0;1;0.46744240015296296;0.5325575998470371
0.1411694791405364;0.14142156540710893;0;1;0;0;1;0;1;0;0;1;0;1;0;0;0;1;0.4995539733628572;0.5004460266371429
0.1411694791405364;0.13371718402797025;1;0;0;0;1;0;1;0;0;1;0;1;0;0;0;1;0.5135552140410644;0.4864447859589356
0.1818801116212198;0.1305769449681079;0;1;0;0;1;0;0;1;0;1;0;1;0;0;1;0;0.5820963482360094;0.4179036517639906
0.15011151535694264;0.13566518494584226;0;0;1;0;1;0;1;0;1;0;0;1;0;0;0;1;0.5252755567472686;0.47472444325273144
0.1657721577678117;0.1709159508535552;0;0;0;1;0;1;0;1;1;0;0;0;1;0;1;0;0.49236118984598876;0.5076388101540112
0.10963851355309963;0.1703061899134176;1;0;0;0;0;1;1;0;1;0;0;0;0;1;0;1;0.3916434645680408;0.6083565354319592
0.15034914603378302;0.15946156947441656;1;0;0;0;0;1;0;1;1;0;0;0;0;1;1;0;0.48529356315890176;0.5147064368410983
0.11683462600302302;0.17193126060373323;0;1;0;0;0;1;1;0;1;0;0;1;0;0;0;1;0.40459982089965274;0.5954001791003473
0.14694647733669342;0.16251695175382294;0;1;0;0;0;1;1;0;0;1;0;0;0;1;1;0;0.47484278762293547;0.5251572123770645
0.12166540290701926;0.18029011425552666;1;0;0;0;1;0;1;0;1;0;0;0;1;0;0;1;0.402924921029098;0.5970750789709021
0.15011151535694264;0.13566518494584226;0;0;1;0;1;0;1;0;1;0;0;1;0;0;0;1;0.5252755567472686;0.47472444325273144
0.1668551584347066;0.129501308541565;1;0;0;0;1;0;0;1;0;0;1;1;0;0;1;0;0.5630218234720223;0.43697817652797766
0.1496839991712964;0.15395187427779225;1;0;0;0;1;0;0;1;0;1;0;0;1;0;0;1;0.4929720506045353;0.5070279493954647
0.13765710981737678;0.14396794993568318;1;0;0;0;0;1;0;1;0;1;0;0;0;1;0;1;0.488795670165432;0.511204329834568
0.11683462600302302;0.16422687922459459;1;0;0;0;0;1;1;0;1;0;0;1;0;0;0;1;0.4156906009181318;0.5843093990818682
0.15379525848370637;0.13983664016473218;0;0;1;0;0;1;0;1;1;0;0;1;0;0;0;1;0.5237689065514075;0.4762310934485925
0.1589071098173768;0.1554223313148219;0;0;1;0;0;1;0;1;0;1;0;0;1;0;0;1;0.5055431945700074;0.4944568054299926
0.12166540290701926;0.1879944956346653;0;1;0;0;1;0;1;0;1;0;0;0;1;0;0;1;0.3929000929083537;0.6070999070916463
0.125349146033783;0.1671659508535552;0;1;0;0;0;1;0;1;1;0;0;0;0;1;0;1;0.42852197157557664;0.5714780284244234
0.1818801116212198;0.12287256358896922;1;0;0;0;1;0;0;1;0;1;0;1;0;0;1;0;0.5968121903959546;0.40318780960404543
0.1589071098173768;0.1554223313148219;0;0;1;0;0;1;0;1;0;1;0;0;1;0;0;1;0.5055431945700074;0.4944568054299926
0.11846563598027257;0.1536241363126552;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0.4353917274506528;0.5646082725493472
0.11846563598027257;0.1536241363126552;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0.4353917274506528;0.5646082725493472
0.16956560152064548;0.1351876410649999;0;0;0;1;0;1;1;0;0;1;0;1;0;0;1;0;0.5564029445002283;0.4435970554997717
0.1291425897866168;0.14873325968586124;1;0;0;0;0;1;1;0;0;1;0;1;0;0;0;1;0.4647492397478307;0.5352507602521692
0.13536763660010365;0.1418163860175957;0;0;1;0;0;1;1;0;0;0;1;1;0;0;0;1;0.4883673861202556;0.5116326138797445
0.14939637842464173;0.151250876095932;0;0;0;1;1;0;1;0;0;1;0;0;1;0;0;1;0.496915824702528;0.503084175297472
0.12194647733669342;0.15481257037468427;1;0;0;0;0;1;1;0;0;1;0;0;0;1;0;1;0.4406232726449728;0.5593767273550272
0.11683462600302302;0.17193126060373323;0;1;0;0;0;1;1;0;1;0;0;1;0;0;0;1;0.40459982089965274;0.5954001791003473
0.1411694791405364;0.13371718402797025;1;0;0;0;1;0;1;0;0;1;0;1;0;0;0;1;0.5135552140410644;0.4864447859589356
0.13289790320497616;0.13560484552318605;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0.4949591906767583;0.5050408093232417
0.16027623400132884;0.12434302062599885;0;0;0;1;0;1;0;1;0;1;0;1;0;0;0;1;0.5631250570562767;0.4368749429437233
0.14485322226730016;0.13788863924686015;1;0;0;0;0;1;0;1;0;1;0;1;0;0;0;1;0.5123161511760989;0.48768384882390114
0.1496839991712964;0.15395187427779225;1;0;0;0;1;0;0;1;0;1;0;0;1;0;0;1;0.4929720506045353;0.5070279493954647
0.10692152415018025;0.16144131532728004;1;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;0.3984214966512178;0.6015785033487822
0.13225763773705168;0.1506812606037332;0;0;0;1;0;1;1;0;1;0;0;1;0;0;0;1;0.46744240015296296;0.5325575998470371
0.1373694890707221;0.14126695175382292;0;0;0;1;0;1;1;0;0;1;0;0;0;1;0;1;0.49300618635601395;0.506993813643986
0.12194647733669342;0.15481257037468427;1;0;0;0;0;1;1;0;0;1;0;0;0;1;0;1;0.4406232726449728;0.5593767273550272
0.13808462600302301;0.1506812606037332;0;0;1;0;0;1;1;0;1;0;0;1;0;0;0;1;0.47818884573117115;0.5218111542688288
0.1401984135040999;0.15787962104852774;0;0;1;0;1;0;1;0;0;0;1;0;1;0;0;1;0.47034131084002084;0.5296586891599792
0.10963851355309963;0.1703061899134176;1;0;0;0;0;1;1;0;1;0;0;0;0;1;0;1;0.3916434645680408;0.6083565354319592
0.13225763773705168;0.1506812606037332;0;0;0;1;0;1;1;0;1;0;0;1;0;0;0;1;0.46744240015296296;0.5325575998470371
0.15688011162121976;0.12287256358896922;1;0;0;0;1;0;0;1;0;1;0;1;0;0;0;1;0.5607814527719875;0.43921854722801246
0.1668551584347066;0.129501308541565;1;0;0;0;1;0;0;1;0;0;1;1;0;0;1;0;0.5630218234720223;0.43697817652797766
0.10692152415018025;0.16144131532728004;1;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;0.3984214966512178;0.6015785033487822
0.12886151535694262;0.15691518494584222;0;1;0;0;1;0;1;0;1;0;0;1;0;0;0;1;0.45091680049637306;0.5490831995036269
0.14694647733669342;0.15481257037468424;1;0;0;0;0;1;1;0;0;1;0;0;0;1;1;0;0.4869662681241054;0.5130337318758946
0.1709339991712964;0.14040625565693088;0;0;1;0;1;0;0;1;0;1;0;0;1;0;0;1;0.5490263354014538;0.45097366459854615
0.13225763773705168;0.1506812606037332;0;0;0;1;0;1;1;0;1;0;0;1;0;0;0;1;0.46744240015296296;0.5325575998470371
0.13465904598478326;0.16058061923038805;1;0;0;0;1;0;0;1;0;0;1;0;1;0;0;1;0.45610079488013056;0.5438992051198694
0.169572147837626;0.13836618312770255;1;0;0;0;1;0;0;1;1;0;0;1;0;0;1;0;0.5506691788126842;0.4493308211873158
0.13088851355309963;0.15676057129255624;0;0;1;0;0;1;1;0;1;0;0;0;0;1;0;1;0.45502843724787306;0.544971562752127
0.1496839991712964;0.15395187427779225;1;0;0;0;1;0;0;1;0;1;0;0;1;0;0;1;0.4929720506045353;0.5070279493954647
0.1411694791405364;0.13371718402797025;1;0;0;0;1;0;1;0;0;1;0;1;0;0;0;1;0.5135552140410644;0.4864447859589356
0.12982826908078698;0.14451738419945598;1;0;0;0;0;1;0;1;0;0;1;1;0;0;0;1;0.4732288174734372;0.5267711825265629
0.13225763773705168;0.1506812606037332;0;0;0;1;0;1;1;0;1;0;0;1;0;0;0;1;0.46744240015296296;0.5325575998470371
0.1503925897866168;0.13518764106499986;0;0;1;0;0;1;1;0;0;1;0;1;0;0;0;1;0.5266211506942811;0.47337884930571894
0.15006152528712835;0.1817605712925563;0;0;0;1;0;1;1;0;1;0;0;0;1;0;1;0;0.4522348777670753;0.5477651222329247
0.14666540290701927;0.18029011425552666;1;0;0;0;1;0;1;0;1;0;0;0;1;0;1;0;0.44857907332423014;0.5514209266757699
0.13225763773705168;0.1506812606037332;0;0;0;1;0;1;1;0;1;0;0;1;0;0;0;1;0.46744240015296296;0.5325575998470371
0.15688011162121976;0.12287256358896922;1;0;0;0;1;0;0;1;0;1;0;1;0;0;0;1;0.5607814527719875;0.43921854722801246
0.1572576377370517;0.1506812606037332;0;0;0;1;0;1;1;0;1;0;0;1;0;0;1;0;0.5106780552388036;0.4893219447611964
0.13088851355309963;0.15676057129255624;0;0;1;0;0;1;1;0;1;0;0;0;0;1;0;1;0.45502843724787306;0.544971562752127
0.14485322226730016;0.13788863924686015;1;0;0;0;0;1;0;1;0;1;0;1;0;0;0;1;0.5123161511760989;0.48768384882390114
0.1291425897866168;0.15643764106499988;0;1;0;0;0;1;1;0;0;1;0;1;0;0;0;1;0.4522112381571588;0.5477887618428412
0.15522336669061304;0.15125087609593196;0;0;1;0;1;0;1;0;0;1;0;0;1;0;0;1;0.5064809534376562;0.4935190465623438
0.1527990471217313;0.15589987519566426;0;0;0;1;1;0;0;1;1;0;0;0;1;0;0;1;0.4949775851974877;0.5050224148025123
0.15897336669061304;0.17250087609593195;0;1;0;0;1;0;1;0;0;1;0;0;1;0;1;0;0.47959493128093506;0.5204050687190649
0.15897336669061304;0.1647964947167933;1;0;0;0;1;0;1;0;0;1;0;0;1;0;1;0;0.4910073037668368;0.5089926962331632
0.14457214783762598;0.13836618312770255;1;0;0;0;1;0;0;1;1;0;0;1;0;0;0;1;0.5109669917977355;0.4890330082022645
0.10963851355309963;0.1703061899134176;1;0;0;0;0;1;1;0;1;0;0;0;0;1;0;1;0.3916434645680408;0.6083565354319592
0.1503925897866168;0.13518764106499986;0;0;1;0;0;1;1;0;0;1;0;1;0;0;0;1;0.5266211506942811;0.47337884930571894
0.1496839991712964;0.15395187427779225;1;0;0;0;1;0;0;1;0;1;0;0;1;0;0;1;0.4929720506045353;0.5070279493954647
0.13225763773705168;0.1506812606037332;0;0;0;1;0;1;1;0;1;0;0;1;0;0;0;1;0.46744240015296296;0.5325575998470371
0.11683462600302302;0.16422687922459459;1;0;0;0;0;1;1;0;1;0;0;1;0;0;0;1;0.4156906009181318;0.5843093990818682
0.1439656359802726;0.1373693939676216;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;1;0.51172310823482;0.48827689176517997
0.1541425897866168;0.14873325968586124;1;0;0;0;0;1;1;0;0;1;0;1;0;0;1;0;0.5089299462307362;0.4910700537692638
0.15175066218179617;0.12259130099638477;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0.5531441869986051;0.4468558130013949
0.16027623400132884;0.12434302062599885;0;0;0;1;0;1;0;1;0;1;0;1;0;0;0;1;0.5631250570562767;0.4368749429437233
0.169572147837626;0.13836618312770255;1;0;0;0;1;0;0;1;1;0;0;1;0;0;1;0;0.5506691788126842;0.4493308211873158
0.15011151535694264;0.13566518494584226;0;0;1;0;1;0;1;0;1;0;0;1;0;0;0;1;0.5252755567472686;0.47472444325273144
0.14485322226730016;0.14559302062599883;0;1;0;0;0;1;0;1;0;1;0;1;0;0;0;1;0.49872644529443877;0.5012735547055612
0.1373183949570926;0.14985584944082034;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0.47817099769860344;0.5218290023013965
0.14968399917129643;0.16165625565693095;0;1;0;0;1;0;0;1;0;1;0;0;1;0;0;1;0.4807730348068228;0.5192269651931771
0.1503925897866168;0.13518764106499986;0;0;1;0;0;1;1;0;0;1;0;1;0;0;0;1;0.5266211506942811;0.47337884930571894
0.1496839991712964;0.15395187427779225;1;0;0;0;1;0;0;1;0;1;0;0;1;0;0;1;0.4929720506045353;0.5070279493954647
0.1373694890707221;0.16626695175382292;0;0;0;1;0;1;1;0;0;1;0;0;1;0;0;1;0.45241436995403483;0.5475856300459652
0.16616947914053642;0.13371718402797025;1;0;0;0;1;0;1;0;0;1;0;1;0;0;1;0;0.5541075998006807;0.4458924001993193
0.12194647733669342;0.15481257037468427;1;0;0;0;0;1;1;0;0;1;0;0;0;1;0;1;0.4406232726449728;0.5593767273550272
0.1496839991712964;0.15395187427779225;1;0;0;0;1;0;0;1;0;1;0;0;1;0;0;1;0.4929720506045353;0.5070279493954647
0.13225763773705168;0.1506812606037332;0;0;0;1;0;1;1;0;1;0;0;1;0;0;0;1;0.46744240015296296;0.5325575998470371
0.12166540290701926;0.1879944956346653;0;1;0;0;1;0;1;0;1;0;0;0;1;0;0;1;0.3929000929083537;0.6070999070916463
0.16241947914053642;0.12017156540710891;0;0;1;0;1;0;1;0;0;1;0;1;0;0;0;1;0.5747509776911993;0.4252490223088007
0.12534914603378297;0.15946156947441653;1;0;0;0;0;1;0;1;1;0;0;0;0;1;0;1;0.4401138693469357;0.5598861306530643
0.13397336669061302;0.1647964947167933;1;0;0;0;1;0;1;0;0;1;0;0;1;0;0;1;0.4484166042033445;0.5515833957966555
0.14796827021773507;0.13983664016473218;0;0;0;1;0;1;0;1;1;0;0;1;0;0;0;1;0.5141269828270071;0.4858730171729929
0.13088851355309963;0.15676057129255624;0;0;1;0;0;1;1;0;1;0;0;0;0;1;0;1;0.45502843724787306;0.544971562752127
0.13808462600302301;0.1506812606037332;0;0;1;0;0;1;1;0;1;0;0;1;0;0;0;1;0.47818884573117115;0.5218111542688288
0.1753925897866168;0.1351876410649999;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0.5647255438818083;0.4352744561181917
0.12886151535694262;0.15691518494584222;0;1;0;0;1;0;1;0;1;0;0;1;0;0;0;1;0.45091680049637306;0.5490831995036269
0.11683462600302302;0.16422687922459459;1;0;0;0;0;1;1;0;1;0;0;1;0;0;0;1;0.4156906009181318;0.5843093990818682
0.12886151535694262;0.15691518494584222;0;1;0;0;1;0;1;0;1;0;0;1;0;0;0;1;0.45091680049637306;0.5490831995036269
0.10963851355309963;0.1703061899134176;1;0;0;0;0;1;1;0;1;0;0;0;0;1;0;1;0.3916434645680408;0.6083565354319592
0.15114452595402328;0.14034592898056605;1;0;0;0;1;0;1;0;0;0;1;1;0;0;1;0;0.5185230713230051;0.4814769286769949
0.13463851355309964;0.20301057129255629;0;1;0;0;0;1;1;0;1;0;0;0;1;0;1;0;0.39875278683087434;0.6012472131691257
0.12194647733669342;0.16251695175382294;0;1;0;0;0;1;1;0;0;1;0;0;0;1;0;1;0.4286894724097909;0.5713105275902091
0.14456560152064546;0.13518764106499986;0;0;0;1;0;1;1;0;0;1;0;1;0;0;0;1;0.5167611291454014;0.4832388708545986
0.1373760353877026;0.17714987519566425;0;1;0;0;1;0;0;1;1;0;0;0;1;0;0;1;0.4367717595440847;0.5632282404559152
0.1496839991712964;0.15395187427779225;1;0;0;0;1;0;0;1;0;1;0;0;1;0;0;1;0.4929720506045353;0.5070279493954647
0.1496839991712964;0.15395187427779225;1;0;0;0;1;0;0;1;0;1;0;0;1;0;0;1;0.4929720506045353;0.5070279493954647
0.125349146033783;0.18446156947441655;1;0;0;0;0;1;0;1;1;0;0;0;1;0;0;1;0.40459913024043054;0.5954008697595694
0.13225763773705168;0.1506812606037332;0;0;0;1;0;1;1;0;1;0;0;1;0;0;0;1;0.46744240015296296;0.5325575998470371
0.14291540290701926;0.16674449563466529;0;0;1;0;1;0;1;0;1;0;0;0;1;0;0;1;0.4615237671395829;0.5384762328604171
0.13765710981737678;0.14396794993568318;1;0;0;0;0;1;0;1;0;1;0;0;0;1;0;1;0.488795670165432;0.511204329834568
0.14968399917129643;0.16165625565693095;0;1;0;0;1;0;0;1;0;1;0;0;1;0;0;1;0.4807730348068228;0.5192269651931771
0.12534914603378297;0.15946156947441653;1;0;0;0;0;1;0;1;1;0;0;0;0;1;0;1;0.4401138693469357;0.5598861306530643
0.10963851355309966;0.20301057129255626;0;1;0;0;0;1;1;0;1;0;0;0;1;0;0;1;0.3506759458682709;0.6493240541317291
0.16616947914053642;0.13371718402797025;1;0;0;0;1;0;1;0;0;1;0;1;0;0;1;0;0.5541075998006807;0.4458924001993193
0.15688011162121976;0.12287256358896922;1;0;0;0;1;0;0;1;0;1;0;1;0;0;0;1;0.5607814527719875;0.43921854722801246
0.1503925897866168;0.13518764106499986;0;0;1;0;0;1;1;0;0;1;0;1;0;0;0;1;0.5266211506942811;0.47337884930571894
0.165822147837626;0.1248205645068412;0;0;1;0;1;0;0;1;1;0;0;1;0;0;0;1;0.5705360595489318;0.42946394045106817
0.12886151535694262;0.15691518494584222;0;1;0;0;1;0;1;0;1;0;0;1;0;0;0;1;0.45091680049637306;0.5490831995036269
0.18741947914053644;0.12017156540710894;0;0;1;0;1;0;1;0;0;1;0;1;0;0;1;0;0.6093138355707408;0.3906861644292592
0.1818801116212198;0.12287256358896922;1;0;0;0;1;0;0;1;0;1;0;1;0;0;1;0;0.5968121903959546;0.40318780960404543
0.169572147837626;0.13836618312770255;1;0;0;0;1;0;0;1;1;0;0;1;0;0;1;0;0.5506691788126842;0.4493308211873158
0.13225763773705168;0.1506812606037332;0;0;0;1;0;1;1;0;1;0;0;1;0;0;0;1;0.46744240015296296;0.5325575998470371
0.14694647733669342;0.15481257037468424;1;0;0;0;0;1;1;0;0;1;0;0;0;1;1;0;0.4869662681241054;0.5130337318758946
0.1411694791405364;0.13371718402797025;1;0;0;0;1;0;1;0;0;1;0;1;0;0;0;1;0.5135552140410644;0.4864447859589356
0.14485322226730016;0.14559302062599883;0;1;0;0;0;1;0;1;0;1;0;1;0;0;0;1;0.49872644529443877;0.5012735547055612
0.15011151535694264;0.13566518494584226;0;0;1;0;1;0;1;0;1;0;0;1;0;0;0;1;0.5252755567472686;0.47472444325273144
0.14183462600302305;0.17193126060373323;0;1;0;0;0;1;1;0;1;0;0;1;0;0;1;0;0.4520396641486549;0.5479603358513452
0.125349146033783;0.1671659508535552;0;1;0;0;0;1;0;1;1;0;0;0;0;1;0;1;0.42852197157557664;0.5714780284244234
0.12166540290701926;0.1879944956346653;0;1;0;0;1;0;1;0;1;0;0;0;1;0;0;1;0.3929000929083537;0.6070999070916463
0.15688011162121976;0.13057694496810787;0;1;0;0;1;0;0;1;0;1;0;1;0;0;0;1;0.54575147148099;0.45424852851901
0.15688011162121976;0.13057694496810787;0;1;0;0;1;0;0;1;0;1;0;1;0;0;0;1;0.54575147148099;0.45424852851901
0.1291425897866168;0.15643764106499988;0;1;0;0;0;1;1;0;0;1;0;1;0;0;0;1;0.4522112381571588;0.5477887618428412
0.1401984135040999;0.15787962104852774;0;0;1;0;1;0;1;0;0;0;1;0;1;0;0;1;0.47034131084002084;0.5296586891599792
0.14456560152064546;0.13518764106499986;0;0;0;1;0;1;1;0;0;1;0;1;0;0;0;1;0.5167611291454014;0.4832388708545986
0.1373760353877026;0.17714987519566425;0;1;0;0;1;0;0;1;1;0;0;0;1;0;0;1;0.4367717595440847;0.5632282404559152
0.15688011162121976;0.12287256358896922;1;0;0;0;1;0;0;1;0;1;0;1;0;0;0;1;0.5607814527719875;0.43921854722801246
0.16241947914053642;0.12017156540710891;0;0;1;0;1;0;1;0;0;1;0;1;0;0;0;1;0.5747509776911993;0.4252490223088007
0.13463851355309964;0.1780105712925563;0;1;0;0;0;1;1;0;1;0;0;0;0;1;1;0;0.4306377983468784;0.5693622016531217
0.15175066218179617;0.12259130099638477;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0.5531441869986051;0.4468558130013949
0.13088851355309963;0.15676057129255624;0;0;1;0;0;1;1;0;1;0;0;0;0;1;0;1;0.45502843724787306;0.544971562752127
0.15011151535694264;0.13566518494584226;0;0;1;0;1;0;1;0;1;0;0;1;0;0;0;1;0.5252755567472686;0.47472444325273144
0.1572576377370517;0.1506812606037332;0;0;0;1;0;1;1;0;1;0;0;1;0;0;1;0;0.5106780552388036;0.4893219447611964
0.16610322226730018;0.12434302062599888;0;0;1;0;0;1;0;1;0;1;0;1;0;0;0;1;0.5718897260045513;0.42811027399544865
0.15379525848370637;0.13983664016473218;0;0;1;0;0;1;0;1;1;0;0;1;0;0;0;1;0.5237689065514075;0.4762310934485925
0.12426256826506808;0.17290001834977367;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0.41816357059149994;0.5818364294085001
0.13463851355309964;0.1703061899134176;1;0;0;0;0;1;1;0;1;0;0;0;0;1;1;0;0.4415177965794145;0.5584822034205855
0.12194647733669342;0.15481257037468427;1;0;0;0;0;1;1;0;0;1;0;0;0;1;0;1;0.4406232726449728;0.5593767273550272
0.13225763773705168;0.1506812606037332;0;0;0;1;0;1;1;0;1;0;0;1;0;0;0;1;0.46744240015296296;0.5325575998470371
0.17230312335524847;0.10932694496810788;0;0;0;1;1;0;0;1;0;1;0;1;0;0;0;1;0.6118065602193333;0.38819343978066667
0.11411763660010363;0.16306638601759568;0;1;0;0;0;1;1;0;0;0;1;1;0;0;0;1;0.411703515673045;0.588296484326955
0.13397336669061302;0.17250087609593195;0;1;0;0;1;0;1;0;0;1;0;0;1;0;0;1;0.4371439683560083;0.5628560316439917
0.13463851355309964;0.1703061899134176;1;0;0;0;0;1;1;0;1;0;0;0;0;1;1;0;0.4415177965794145;0.5584822034205855
0.13289790320497616;0.13560484552318605;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0.4949591906767583;0.5050408093232417
0.1753925897866168;0.1351876410649999;0;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0.5647255438818083;0.4352744561181917
0.14456560152064546;0.13518764106499986;0;0;0;1;0;1;1;0;0;1;0;1;0;0;0;1;0.5167611291454014;0.4832388708545986
0.16241947914053642;0.12017156540710891;0;0;1;0;1;0;1;0;0;1;0;1;0;0;0;1;0.5747509776911993;0.4252490223088007
0.1411694791405364;0.13371718402797025;1;0;0;0;1;0;1;0;0;1;0;1;0;0;0;1;0.5135552140410644;0.4864447859589356
0.12166540290701926;0.16299449563466528;0;1;0;0;1;0;1;0;1;0;0;0;0;1;0;1;0.42740619079228337;0.5725938092077166
0.13808462600302301;0.1506812606037332;0;0;1;0;0;1;1;0;1;0;0;1;0;0;0;1;0.47818884573117115;0.5218111542688288
0.13397336669061302;0.13979649471679328;1;0;0;0;1;0;1;0;0;1;0;0;0;1;0;1;0.48936492133165327;0.5106350786683467
0.12194647733669342;0.15481257037468427;1;0;0;0;0;1;1;0;0;1;0;0;0;1;0;1;0.4406232726449728;0.5593767273550272
0.12166540290701926;0.16299449563466528;0;1;0;0;1;0;1;0;1;0;0;0;0;1;0;1;0.42740619079228337;0.5725938092077166
0.12426256826506808;0.14290001834977367;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0.4651196480748734;0.5348803519251266
0.13088851355309963;0.18176057129255624;0;0;1;0;0;1;1;0;1;0;0;0;1;0;0;1;0.41864352047508724;0.5813564795249128
0.14485322226730016;0.13788863924686015;1;0;0;0;0;1;0;1;0;1;0;1;0;0;0;1;0.5123161511760989;0.48768384882390114
0.15522336669061304;0.15125087609593196;0;0;1;0;1;0;1;0;0;1;0;0;1;0;0;1;0.5064809534376562;0.4935190465623438
0.13289790320497616;0.13560484552318605;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0.4949591906767583;0.5050408093232417
0.12166540290701926;0.18029011425552666;1;0;0;0;1;0;1;0;1;0;0;0;1;0;0;1;0.402924921029098;0.5970750789709021
0.12194647733669342;0.16251695175382294;0;1;0;0;0;1;1;0;0;1;0;0;0;1;0;1;0.4286894724097909;0.5713105275902091
0.15688011162121976;0.12287256358896922;1;0;0;0;1;0;0;1;0;1;0;1;0;0;0;1;0.5607814527719875;0.43921854722801246
0.14485322226730016;0.14559302062599883;0;1;0;0;0;1;0;1;0;1;0;1;0;0;0;1;0.49872644529443877;0.5012735547055612
0.12886151535694262;0.15691518494584222;0;1;0;0;1;0;1;0;1;0;0;1;0;0;0;1;0.45091680049637306;0.5490831995036269
0.14939637842464173;0.151250876095932;0;0;0;1;1;0;1;0;0;1;0;0;1;0;0;1;0.496915824702528;0.503084175297472
0.13225763773705168;0.1506812606037332;0;0;0;1;0;1;1;0;1;0;0;1;0;0;0;1;0.46744240015296296;0.5325575998470371
0.14485322226730016;0.13788863924686015;1;0;0;0;0;1;0;1;0;1;0;1;0;0;0;1;0.5123161511760989;0.48768384882390114
0.1439656359802726;0.1373693939676216;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;1;0.51172310823482;0.48827689176517997
0.12194647733669342;0.1875169517538229;0;1;0;0;0;1;1;0;0;1;0;0;1;0;0;1;0.3940577977019209;0.6059422022980792
0.13397336669061302;0.1647964947167933;1;0;0;0;1;0;1;0;0;1;0;0;1;0;0;1;0.4484166042033445;0.5515833957966555
0.1589071098173768;0.1304223313148219;0;0;1;0;0;1;0;1;0;1;0;0;0;1;0;1;0.5492255098393871;0.4507744901606129
0.12886151535694262;0.15691518494584222;0;1;0;0;1;0;1;0;1;0;0;1;0;0;0;1;0.45091680049637306;0.5490831995036269
0.13289790320497616;0.14485010317815245;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0.47848373399899535;0.5215162660010046
0.14796827021773507;0.13983664016473218;0;0;0;1;0;1;0;1;1;0;0;1;0;0;0;1;0.5141269828270071;0.4858730171729929
0.12886151535694262;0.14921080356670358;1;0;0;0;1;0;1;0;1;0;0;1;0;0;0;1;0.4634100792762682;0.5365899207237318
0.1373694890707221;0.16626695175382292;0;0;0;1;0;1;1;0;0;1;0;0;1;0;0;1;0.45241436995403483;0.5475856300459652
0.1599951595716547;0.12482056450684122;0;0;0;1;1;0;0;1;1;0;0;1;0;0;0;1;0.5617497421861429;0.43825025781385707
0.17468399917129643;0.15395187427779228;1;0;0;0;1;0;0;1;0;1;0;0;1;0;1;0;0.5315426990302625;0.4684573009697375
